2 4 29 // magic number - today's date
#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2011-03-20T21:00:28
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VIZ4d8665d24a89	
#INFO	-out.max=unlimited	
#RESOURCE=yCat_34450361
#Name: J/A+A/445/361
#Title: Transition probabilities in the HD molecule (Abgrall+, 2006)
#Table	J_A_A_445_361_levels:
#Name: J/A+A/445/361/levels
#Title: Levels of the electronic states of the HD molecule {\em(tables 5 to 10 of paper)}
#Column	v	(I2)	Vibrational quantum number	[ucd=phys.atmol.qn;phys.mol.vibration]
#Column	J	(I2)	Rotational quantum number	[ucd=phys.atmol.qn;phys.mol.rotation]
#Column	E(v,J)	(F10.2)	Term value of the state ({\em state}, {\bf v},{\bf J})	[ucd=phys.energy;phys.atmol.level]
#Column	At	(D10.3)	Total emission probability towards X	[ucd=phys.atmol.transProb]
#Column	Ac	(D10.3)	Total dissociation probability towards the continuum of X	[ucd=phys.atmol.transProb]
#
#v	J	E(v,J)	At	Ac
#		cm-1	s-1	s-1
#
#C-				
0	1	99275.91	1.18E+009	7.61E-004
0	2	99367.52	1.18E+009	7.56E-004
0	3	99504.25	1.18E+009	7.41E-004
0	4	99685.32	1.18E+009	7.13E-004
0	5	99909.68	1.18E+009	6.76E-004
0	6	100176.08	1.17E+009	6.53E-004
0	7	100483.05	1.17E+009	6.79E-004
0	8	100828.97	1.17E+009	7.64E-004
0	9	101212.05	1.16E+009	8.84E-004
0	10	101630.37	1.16E+009	9.78E-004
1	1	101289.54	1.16E+009	4.57E-004
1	2	101377.04	1.16E+009	4.61E-004
1	3	101507.63	1.16E+009	4.65E-004
1	4	101680.56	1.16E+009	4.77E-004
1	5	101894.8	1.16E+009	5.14E-004
1	6	102149.16	1.15E+009	7.28E-004
1	7	102442.22	1.15E+009	1.15E-003
1	8	102772.39	1.15E+009	2.00E-003
1	9	103137.95	1.14E+009	3.64E-003
1	10	103537.07	1.14E+009	8.22E-003
2	1	103202.15	1.15E+009	1.84E-002
2	2	103285.62	1.14E+009	2.21E-002
2	3	103410.21	1.14E+009	2.73E-002
2	4	103575.16	1.14E+009	3.51E-002
2	5	103779.51	1.14E+009	4.63E-002
2	6	104022.08	1.14E+009	7.00E-002
2	7	104301.49	1.13E+009	7.68E-002
2	8	104616.23	1.13E+009	7.21E-002
2	9	104964.62	1.13E+009	5.45E-002
2	10	105344.88	1.12E+009	1.04E-001
3	1	105015.64	1.13E+009	4.07E-001
3	2	105095.17	1.13E+009	3.84E-001
3	3	105213.85	1.13E+009	3.42E-001
3	4	105370.96	1.13E+009	2.96E-001
3	5	105565.57	1.12E+009	3.08E-001
3	6	105796.53	1.12E+009	9.73E-001
3	7	106062.51	1.12E+009	2.60E+000
3	8	106362.05	1.12E+009	6.42E+000
3	9	106693.51	1.11E+009	1.49E+001
3	10	107055.17	1.11E+009	4.44E+001
4	1	106731.38	1.11E+009	3.25E+001
4	2	106807.0	1.11E+009	4.20E+001
4	3	106919.84	1.11E+009	5.53E+001
4	4	107069.21	1.11E+009	7.74E+001
4	5	107254.18	1.11E+009	1.13E+002
4	6	107473.65	1.11E+009	2.03E+002
4	7	107726.33	1.11E+009	2.55E+002
4	8	108010.79	1.10E+009	2.79E+002
4	9	108325.45	1.10E+009	2.63E+002
4	10	108668.64	1.10E+009	2.10E+002
5	1	108350.11	1.10E+009	9.44E+002
5	2	108421.85	1.10E+009	9.49E+002
5	3	108528.89	1.10E+009	9.14E+002
5	4	108670.53	1.10E+009	8.34E+002
5	5	108845.9	1.10E+009	7.07E+002
5	6	109053.92	1.09E+009	7.45E+002
5	7	109293.34	1.09E+009	1.40E+003
5	8	109562.75	1.09E+009	3.50E+003
5	9	109860.63	1.09E+009	9.07E+003
5	10	110185.33	1.08E+009	3.11E+004
6	1	109871.92	1.09E+009	1.09E+004
6	2	109939.77	1.09E+009	1.46E+004
6	3	110040.98	1.09E+009	2.00E+004
6	4	110174.88	1.09E+009	2.93E+004
6	5	110340.62	1.09E+009	4.50E+004
6	6	110537.14	1.08E+009	8.90E+004
6	7	110763.22	1.08E+009	1.17E+005
6	8	111017.48	1.08E+009	1.36E+005
6	9	111298.45	1.08E+009	1.42E+005
6	10	111604.49	1.07E+009	1.17E+005
7	1	111296.09	1.08E+009	3.13E+005
7	2	111360.0	1.08E+009	3.25E+005
7	3	111455.32	1.08E+009	3.26E+005
7	4	111581.39	1.08E+009	3.15E+005
7	5	111737.37	1.08E+009	2.87E+005
7	6	111922.23	1.07E+009	2.44E+005
7	7	112134.77	1.07E+009	2.63E+005
7	8	112373.65	1.07E+009	4.70E+005
7	9	112637.39	1.07E+009	1.15E+006
7	10	112924.4	1.07E+009	4.26E+006
8	1	112621.01	1.07E+009	9.67E+005
8	2	112680.89	1.07E+009	1.26E+006
8	3	112770.19	1.07E+009	1.69E+006
8	4	112888.25	1.07E+009	2.47E+006
8	5	113034.24	1.07E+009	3.85E+006
8	6	113207.14	1.07E+009	8.20E+006
8	7	113405.78	1.07E+009	1.07E+007
8	8	113628.83	1.06E+009	1.24E+007
8	9	113874.82	1.06E+009	1.31E+007
8	10	114142.18	1.06E+009	1.17E+007
9	1	113843.9	1.07E+009	2.08E+007
9	2	113899.63	1.07E+009	2.18E+007
9	3	113982.69	1.07E+009	2.22E+007
9	4	114092.45	1.07E+009	2.20E+007
9	5	114228.07	1.06E+009	2.07E+007
9	6	114388.56	1.06E+009	1.83E+007
9	7	114572.73	1.06E+009	1.71E+007
9	8	114779.26	1.06E+009	2.14E+007
9	9	115006.69	1.00E+009	3.90E+007
9	10	115253.42	1.06E+009	1.29E+008
10	1	114960.61	1.06E+009	3.17E+007
10	2	115011.97	1.06E+009	3.70E+007
10	3	115088.48	1.06E+009	4.45E+007
10	4	115189.5	1.06E+009	5.86E+007
10	5	115314.2	1.06E+009	8.42E+007
10	6	115461.57	1.05E+009	1.72E+008
10	7	115630.43	1.06E+009	2.09E+008
10	8	115819.42	1.06E+009	2.29E+008
10	9	116027.05	1.05E+009	2.32E+008
10	10	116251.71	1.06E+009	2.06E+008
11	1	115965.11	1.07E+009	2.84E+008
11	2	116011.8	1.07E+009	2.94E+008
11	3	116081.29	1.07E+009	2.95E+008
11	4	116172.94	1.07E+009	2.91E+008
11	5	116285.9	1.07E+009	2.77E+008
11	6	116419.13	1.07E+009	2.56E+008
11	7	116571.41	1.07E+009	2.51E+008
11	8	116741.35	1.07E+009	2.81E+008
11	9	116927.39	6.51E+008	3.75E+008
11	10	117127.81	1.07E+009	7.70E+008
12	1	116848.9	1.07E+009	3.18E+008
12	2	116890.47	1.08E+009	3.48E+008
12	3	116952.26	1.08E+009	3.75E+008
12	4	117033.6	1.08E+009	4.22E+008
12	5	117133.61	1.08E+009	4.98E+008
