2 4 29 // magic number - today's date
#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2011-03-20T21:00:28
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VIZ4d8665d24a89	
#INFO	-out.max=unlimited	
#RESOURCE=yCat_34450361
#Name: J/A+A/445/361
#Title: Transition probabilities in the HD molecule (Abgrall+, 2006)
#Table	J_A_A_445_361_levels:
#Name: J/A+A/445/361/levels
#Title: Levels of the electronic states of the HD molecule {\em(tables 5 to 10 of paper)}
#Column	v	(I2)	Vibrational quantum number	[ucd=phys.atmol.qn;phys.mol.vibration]
#Column	J	(I2)	Rotational quantum number	[ucd=phys.atmol.qn;phys.mol.rotation]
#Column	E(v,J)	(F10.2)	Term value of the state ({\em state}, {\bf v},{\bf J})	[ucd=phys.energy;phys.atmol.level]
#Column	At	(D10.3)	Total emission probability towards X	[ucd=phys.atmol.transProb]
#Column	Ac	(D10.3)	Total dissociation probability towards the continuum of X	[ucd=phys.atmol.transProb]
#
#v	J	E(v,J)	At	Ac
#		cm-1	s-1	s-1
#
#D-				
0	1	113064.46	3.56E+008	3.25E-003
0	2	113153.15	3.56E+008	3.20E-003
0	3	113285.54	3.56E+008	3.15E-003
0	4	113460.84	3.55E+008	3.50E-003
0	5	113678.05	3.54E+008	4.71E-003
0	6	113935.93	3.54E+008	1.37E-002
0	7	114233.07	3.53E+008	3.08E-002
0	8	114567.86	3.52E+008	1.10E-001
0	9	114938.56	3.50E+008	1.72E+000
0	10	115343.32	3.49E+008	3.31E+000
1	1	115006.08	3.51E+008	5.65E+000
1	2	115090.75	3.51E+008	3.62E+000
1	3	115217.11	3.50E+008	1.26E+000
1	4	115384.43	3.50E+008	5.78E-001
1	5	115591.71	3.49E+008	4.26E-001
1	6	115837.79	3.48E+008	6.06E-001
1	7	116121.29	3.47E+008	6.52E-001
1	8	116440.67	3.46E+008	1.11E+000
1	9	116794.25	3.45E+008	5.80E+000
1	10	117180.24	3.44E+008	5.06E+001
2	1	116850.05	3.46E+008	1.95E+005
2	2	116930.79	3.45E+008	1.24E+002
2	3	117051.3	3.45E+008	2.18E+001
2	4	117210.84	3.44E+008	8.08E+000
2	5	117408.48	3.44E+008	5.13E+000
2	6	117643.08	3.43E+008	6.17E+000
2	7	117913.3	3.42E+008	1.32E+001
2	8	118217.67	3.41E+008	1.79E+002
2	9	118554.57	3.40E+008	9.28E+000
2	10	118922.18	3.38E+008	9.09E-001
3	1	118598.9	3.41E+008	5.35E+002
3	2	118675.82	3.40E+008	3.21E+002
3	3	118790.5	3.39E+008	1.81E+000
3	4	118942.46	3.39E+008	1.95E+000
3	5	119130.68	3.38E+008	2.04E+000
3	6	119354.06	3.38E+008	1.93E+000
3	7	119611.31	3.37E+008	1.43E+000
3	8	119901.01	3.36E+008	1.43E+000
3	9	120221.59	3.35E+008	4.82E+000
3	10	120571.38	3.34E+008	3.30E+001
4	1	120254.65	3.36E+008	7.86E+000
4	2	120327.83	3.35E+008	1.10E+001
4	3	120437.01	3.35E+008	1.71E+001
4	4	120581.53	3.35E+008	3.08E+001
4	5	120760.51	3.34E+008	6.08E+001
4	6	120972.88	3.33E+008	1.72E+002
4	7	121217.41	3.33E+008	2.88E+002
4	8	121492.7	3.32E+008	4.35E+002
4	9	121797.26	3.31E+008	6.09E+002
4	10	122129.44	3.30E+008	8.05E+002
5	1	121819.23	3.32E+008	1.50E+003
5	2	121888.71	3.31E+008	1.67E+003
5	3	121992.38	3.31E+008	1.85E+003
5	4	122129.58	3.31E+008	2.04E+003
5	5	122299.46	3.30E+008	2.18E+003
5	6	122500.99	3.30E+008	2.24E+003
5	7	122732.96	3.29E+008	1.80E+003
5	8	122994.05	3.28E+008	1.57E+003
5	9	123282.78	3.27E+008	3.10E+003
5	10	123597.59	3.27E+008	1.85E+004
6	1	123293.77	3.28E+008	4.49E+003
6	2	123359.6	3.28E+008	5.22E+003
6	3	123457.81	3.28E+008	6.76E+003
6	4	123587.76	3.27E+008	1.07E+004
6	5	123748.64	3.27E+008	2.00E+004
6	6	123939.43	3.26E+008	5.74E+004
6	7	124158.97	3.26E+008	9.45E+004
6	8	124405.97	3.25E+008	1.39E+005
6	9	124679.0	3.25E+008	1.91E+005
6	10	124976.54	3.24E+008	2.50E+005
7	1	124679.07	3.25E+008	3.17E+005
7	2	124741.27	3.25E+008	3.54E+005
7	3	124834.05	3.25E+008	3.90E+005
7	4	124956.79	3.25E+008	4.32E+005
7	5	125108.7	3.24E+008	4.63E+005
7	6	125288.8	3.24E+008	4.83E+005
7	7	125495.95	3.23E+008	4.01E+005
7	8	125728.9	3.23E+008	3.42E+005
7	9	125986.26	3.22E+008	4.89E+005
7	10	126266.54	3.22E+008	2.31E+006
8	1	125975.41	3.23E+008	6.75E+005
8	2	126033.98	3.23E+008	7.07E+005
8	3	126121.33	3.23E+008	8.01E+005
8	4	126236.86	3.23E+008	1.07E+006
8	5	126379.79	3.23E+008	1.74E+006
8	6	126549.17	3.23E+008	4.62E+006
8	7	126743.9	3.24E+008	7.00E+006
8	8	126962.74	3.24E+008	9.56E+006
8	9	127204.35	3.22E+008	1.20E+007
8	10	127467.27	3.25E+008	1.40E+007
9	1	127182.57	3.27E+008	1.53E+007
9	2	127237.49	3.27E+008	1.69E+007
9	3	127319.37	3.28E+008	1.82E+007
9	4	127427.63	3.28E+008	1.95E+007
9	5	127561.5	3.28E+008	2.03E+007
9	6	127720.07	3.28E+008	2.03E+007
9	7	127902.25	3.26E+008	1.73E+007
9	8	128106.83	3.26E+008	1.59E+007
9	9	128332.49	3.08E+008	2.07E+007
9	10	128577.8	3.43E+008	6.89E+007
10	1	128299.75	3.29E+008	2.37E+007
10	2	128350.96	3.29E+008	2.46E+007
10	3	128427.29	3.30E+008	2.65E+007
10	4	128528.16	3.32E+008	3.16E+007
10	5	128652.84	3.35E+008	4.29E+007
10	6	128800.4	3.47E+008	9.09E+007
10	7	128969.8	3.59E+008	1.17E+008
10	8	129159.84	3.66E+008	1.36E+008
10	9	129369.22	3.57E+008	1.46E+008
10	10	129596.52	3.66E+008	1.39E+008
11	1	129325.5	3.75E+008	1.61E+008
11	2	129372.92	3.78E+008	1.69E+008
11	3	129443.57	3.79E+008	1.73E+008
11	4	129536.88	3.80E+008	1.75E+008
11	5	129652.13	3.79E+008	1.72E+008
11	6	129788.41	3.75E+008	1.61E+008
11	7	129944.69	3.73E+008	1.54E+008
11	8	130119.77	3.75E+008	1.60E+008
11	9	130312.36	2.84E+008	1.94E+008
11	10	130521.07	4.35E+008	3.40E+008
12	1	130257.71	3.83E+008	1.82E+008
12	2	130301.21	3.87E+008	1.91E+008
12	3	130366.0	3.90E+008	2.01E+008
12	4	130451.5	3.96E+008	2.18E+008
12	5	130557.0	4.05E+008	2.45E+008
12	6	130681.6	4.24E+008	3.21E+008
12	7	130824.26	4.29E+008	3.18E+008
12	8	130983.81	4.23E+008	3.00E+008
12	9	131158.93	3.69E+008	2.83E+008
12	10	131348.23	4.41E+008	3.51E+008
13	1	131093.51	4.21E+008	2.89E+008
13	2	131132.94	4.20E+008	2.85E+008
13	3	131191.61	4.19E+008	2.80E+008
13	4	131268.97	4.17E+008	2.75E+008
13	5	131364.29	4.17E+008	2.76E+008
13	6	131476.68	4.30E+008	3.34E+008
13	7	131605.09	4.37E+008	3.34E+008
13	8	131748.32	4.32E+008	3.17E+008
13	9	131905.07	3.53E+008	2.94E+008
13	10	132073.88	4.61E+008	4.03E+008
14	1	131829.29	4.29E+008	3.05E+008
14	2	131864.44	4.28E+008	3.02E+008
14	3	131916.69	4.26E+008	2.94E+008
14	4	131985.48	4.23E+008	2.84E+008
14	5	132070.07	4.20E+008	2.77E+008
14	6	132169.55	4.43E+008	3.89E+008
14	7	132282.87	4.65E+008	4.10E+008
14	8	132408.81	4.63E+008	4.02E+008
14	9	132546.0	4.30E+008	3.81E+008
14	10	132692.95	4.70E+008	4.22E+008
15	1	132460.78	4.58E+008	3.87E+008
15	2	132491.39	4.65E+008	4.06E+008
15	3	132536.81	4.63E+008	3.99E+008
15	4	132596.49	4.58E+008	3.86E+008
15	5	132669.66	4.52E+008	3.66E+008
15	6	132755.4	4.57E+008	4.12E+008
15	7	132852.59	4.73E+008	4.29E+008
15	8	132959.97	4.72E+008	4.27E+008
15	9	133076.11	4.58E+008	4.18E+008
15	10	133199.41	4.75E+008	4.37E+008
16	1	132983.19	4.60E+008	3.94E+008
16	2	133008.94	4.72E+008	4.27E+008
16	3	133047.07	4.71E+008	4.24E+008
16	4	133096.98	4.69E+008	4.18E+008
16	5	133157.88	4.63E+008	4.02E+008
16	6	133228.8	4.62E+008	4.28E+008
16	7	133308.57	4.75E+008	4.42E+008
16	8	133395.81	4.74E+008	4.42E+008
16	9	133488.95	4.66E+008	4.37E+008
16	10	133586.18	4.71E+008	4.44E+008
17	1	133391.53	4.52E+008	3.87E+008
17	2	133412.05	4.72E+008	4.44E+008
17	3	133442.29	4.71E+008	4.43E+008
17	4	133481.62	4.69E+008	4.40E+008
17	5	133529.19	4.65E+008	4.31E+008
17	6	133583.93	4.58E+008	4.34E+008
17	7	133644.53	4.63E+008	4.41E+008
17	8	133709.41	4.58E+008	4.37E+008
17	9	133776.65	4.49E+008	4.31E+008
17	10	133843.84	4.34E+008	4.18E+008
18	1	133680.91	4.23E+008	3.61E+008
18	2	133695.68	4.46E+008	4.28E+008
18	3	133717.24	4.42E+008	4.25E+008
18	4	133744.86	4.36E+008	4.19E+008
18	5	133777.53	4.27E+008	4.11E+008
18	6	133813.92	4.08E+008	3.95E+008
18	7	133852.26	3.91E+008	3.80E+008
18	8	133890.06	3.53E+008	3.44E+008
19	1	133845.88	3.11E+008	2.62E+008
19	2	133853.99	3.22E+008	3.15E+008
19	3	133865.39	3.04E+008	2.97E+008
19	4	133879.1	2.76E+008	2.71E+008
19	5	133893.78	2.37E+008	2.33E+008
19	6	133907.76	1.85E+008	1.82E+008
20	1	133898.55	1.46E+008	1.28E+008
20	2	133901.68	1.46E+008	1.44E+008
20	3	133905.95	1.38E+008	1.37E+008
20	4	133910.8	1.25E+008	1.24E+008

