2 4 29 // magic number - today's date
#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2011-03-20T21:00:28
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VIZ4d8665d24a89	
#INFO	-out.max=unlimited	
#RESOURCE=yCat_34450361
#Name: J/A+A/445/361
#Title: Transition probabilities in the HD molecule (Abgrall+, 2006)
#Table	J_A_A_445_361_levels:
#Name: J/A+A/445/361/levels
#Title: Levels of the electronic states of the HD molecule {\em(tables 5 to 10 of paper)}
#Column	v	(I2)	Vibrational quantum number	[ucd=phys.atmol.qn;phys.mol.vibration]
#Column	J	(I2)	Rotational quantum number	[ucd=phys.atmol.qn;phys.mol.rotation]
#Column	E(v,J)	(F10.2)	Term value of the state ({\em state}, {\bf v},{\bf J})	[ucd=phys.energy;phys.atmol.level]
#Column	At	(D10.3)	Total emission probability towards X	[ucd=phys.atmol.transProb]
#Column	Ac	(D10.3)	Total dissociation probability towards the continuum of X	[ucd=phys.atmol.transProb]
#
#v	J	E(v,J)	At	Ac
#		cm-1	s-1	s-1
#
#C+				
0	1	99276.56	1.18E+009	5.12E+004
0	2	99369.41	1.18E+009	1.50E+005
0	3	99507.90	1.18E+009	3.22E+005
0	4	99691.07	1.18E+009	6.97E+005
0	5	99917.61	1.18E+009	2.25E+006
0	6	100183.45	1.17E+009	3.64E+007
0	7	100499.82	1.17E+009	8.30E+006
0	8	100847.63	1.17E+009	2.12E+006
0	9	101233.17	1.16E+009	1.87E+006
0	10	101653.01	1.16E+009	6.74E+006
1	1	101290.22	1.16E+009	2.17E+005
1	2	101378.98	1.16E+009	7.38E+005
1	3	101511.17	1.16E+009	2.08E+006
1	4	101685.21	1.16E+009	8.51E+006
1	5	101886.68	1.12E+009	1.97E+008
1	6	102165.84	1.16E+009	1.24E+007
1	7	102460.33	1.15E+009	4.81E+006
1	8	102792.59	1.15E+009	4.60E+006
1	9	103158.66	1.14E+009	1.41E+007
1	10	103577.19	1.13E+009	8.81E+007
2	1	103202.63	1.15E+009	1.25E+006
2	2	103286.63	1.14E+009	6.81E+006
2	3	103408.25	1.13E+009	6.69E+007
2	4	103589.73	1.13E+009	5.45E+007
2	5	103793.33	1.14E+009	1.22E+007
2	6	104037.78	1.14E+009	6.84E+006
2	7	104319.09	1.13E+009	7.18E+006
2	8	104633.56	1.13E+009	1.84E+007
2	9	105016.4	1.07E+009	1.81E+008
2	10	105378.74	1.12E+009	1.50E+007
3	1	105019.46	1.11E+009	5.93E+007
3	2	105100.39	1.12E+009	2.08E+007
3	3	105221.06	1.12E+009	1.11E+007
3	4	105380.51	1.12E+009	7.63E+006
3	5	105577.48	1.12E+009	7.05E+006
3	6	105810.25	1.12E+009	9.41E+006
3	7	106075.28	1.11E+009	2.54E+007
3	8	106417.95	1.03E+009	2.12E+008
3	9	106726.84	1.11E+009	2.31E+007
3	10	107085.89	1.11E+009	1.49E+007
4	1	106732.53	1.11E+009	1.35E+006
4	2	106810.1	1.11E+009	2.86E+006
4	3	106925.25	1.11E+009	4.14E+006
4	4	107076.89	1.11E+009	5.82E+006
4	5	107263.39	1.10E+009	1.04E+007
4	6	107480.88	1.09E+009	3.42E+007
4	7	107775.64	1.01E+009	1.92E+008
4	8	108041.37	1.09E+009	2.78E+007
4	9	108353.26	1.09E+009	1.76E+007
4	10	108689.98	1.07E+009	4.44E+007
5	1	108350.96	1.10E+009	7.88E+005
5	2	108424.15	1.10E+009	2.29E+006
5	3	108532.79	1.10E+009	4.99E+006
5	4	108675.23	1.09E+009	1.22E+007
5	5	108846.4	1.06E+009	5.48E+007
5	6	109089.81	1.02E+009	1.24E+008
5	7	109319.0	1.08E+009	2.71E+007
5	8	109586.42	1.08E+009	1.89E+007
5	9	109879.02	1.06E+009	4.03E+007
5	10	110249.53	9.79E+008	1.59E+008
6	1	109872.42	1.09E+009	1.34E+006
6	2	109940.87	1.08E+009	5.28E+006
6	3	110041.38	1.07E+009	2.08E+007
6	4	110163.72	9.74E+008	1.47E+008
6	5	110362.9	1.04E+009	5.87E+007
6	6	110556.58	1.07E+009	2.16E+007
6	7	110781.9	1.07E+009	1.83E+007
6	8	111032.04	1.05E+009	3.73E+007
6	9	111367.95	9.14E+008	2.17E+008
6	10	111643.74	1.05E+009	3.65E+007
7	1	111295.25	1.07E+009	1.44E+007
7	2	111351.49	9.58E+008	1.46E+008
7	3	111468.4	1.03E+009	6.67E+007
7	4	111593.74	1.06E+009	2.40E+007
7	5	111750.55	1.06E+009	1.56E+007
7	6	111935.72	1.06E+009	1.66E+007
7	7	112145.2	1.04E+009	3.45E+007
7	8	112357.21	8.87E+008	2.07E+008
7	9	112674.05	1.03E+009	4.90E+007
7	10	112953.09	1.04E+009	3.42E+007
8	1	112622.69	1.07E+009	7.26E+006
8	2	112684.79	1.06E+009	1.04E+007
8	3	112776.24	1.06E+009	1.16E+007
8	4	112896.11	1.06E+009	1.31E+007
8	5	113042.98	1.06E+009	1.96E+007
8	6	113213.74	1.04E+009	3.90E+007
8	7	113392.46	8.99E+008	1.81E+008
8	8	113662.11	1.02E+009	6.41E+007
8	9	113900.75	1.04E+009	3.98E+007
8	10	114158.02	1.00E+009	7.08E+007
9	1	113844.82	1.07E+009	2.19E+007
9	2	113902.05	1.06E+009	2.45E+007
9	3	113986.68	1.06E+009	2.80E+007
9	4	114097.39	1.05E+009	3.24E+007
9	5	114231.63	1.04E+009	4.84E+007
9	6	114378.04	9.17E+008	1.58E+008
9	7	114602.35	9.99E+008	8.61E+007
9	8	114802.09	1.03E+009	5.76E+007
9	9	115023.49	1.02E+009	9.73E+007
9	10	115242.32	8.53E+008	2.26E+008
10	1	114961.23	1.06E+009	3.35E+007
10	2	115013.56	1.06E+009	4.07E+007
10	3	115090.84	1.06E+009	5.40E+007
10	4	115191.14	1.04E+009	7.98E+007
10	5	115307.28	9.49E+008	1.77E+008
10	6	115488.23	9.71E+008	2.05E+008
10	7	115650.21	1.03E+009	2.10E+008
10	8	115835.52	1.03E+009	2.24E+008
10	9	116032.76	9.74E+008	2.60E+008
10	10	116295.99	9.56E+008	2.95E+008
11	1	115965.51	1.07E+009	2.81E+008
11	2	116012.72	1.06E+009	2.86E+008
11	3	116082.07	1.05E+009	2.93E+008
11	4	116169.95	1.00E+009	3.00E+008
11	5	116312.77	9.00E+008	3.50E+008
11	6	116436.56	1.02E+009	3.03E+008
11	7	116586.11	1.04E+009	3.11E+008
11	8	116752.05	1.03E+009	3.57E+008
11	9	116919.97	8.90E+008	5.06E+008
11	10	117159.22	1.01E+009	4.96E+008
12	1	116849.15	1.07E+009	3.20E+008
12	2	116890.92	1.07E+009	3.46E+008
12	3	116951.87	1.05E+009	3.91E+008
12	4	117026.28	9.45E+008	4.51E+008
12	5	117151.24	9.74E+008	5.27E+008
12	6	117264.55	1.04E+009	5.70E+008
12	7	117396.34	1.03E+009	6.83E+008
12	8	117540.39	1.03E+009	6.55E+008
12	9	117739.95	8.62E+008	6.56E+008
12	10	117891.07	1.02E+009	6.97E+008
13	1	117600.1	1.09E+009	6.64E+008
13	2	117636.03	1.08E+009	6.47E+008
13	3	117688.3	1.07E+009	6.32E+008
13	4	117751.64	9.55E+008	5.88E+008
13	5	117857.56	7.39E+008	4.74E+008
13	6	117953.66	1.06E+009	6.89E+008
13	7	118064.06	1.05E+009	7.89E+008
13	8	118182.3	1.03E+009	7.55E+008
13	9	118336.04	9.99E+008	8.03E+008
13	10	118463.5	1.07E+009	8.13E+008
14	1	118200.73	1.12E+009	7.52E+008
14	2	118229.77	1.12E+009	7.55E+008
14	3	118271.73	1.09E+009	7.48E+008
14	4	118320.74	9.54E+008	6.88E+008
14	5	118402.9	1.06E+009	7.95E+008
14	6	118477.45	1.09E+009	7.70E+008
14	7	118553.82	7.68E+008	6.86E+008
14	8	118653.25	8.88E+008	8.30E+008
15	1	118622.83	1.14E+009	8.46E+008
15	2	118643.1	1.23E+009	9.46E+008

